protocol,track,cluster_id,train_size,core_count,representative_train_record_ids,representative_word_terms,representative_char_ngrams,true_0,fake_1
secondary_temporal_group,topic_discovery,18,6,,"[""true/2651"", ""true/1070"", ""true/1462"", ""true/2065"", ""true/3475""]","[""serraglio"", ""osmar serraglio"", ""osmar"", ""torquato"", ""da transparência"", ""ministério da"", ""transparência""]","[""rragl"", ""ragli"", ""errag"", ""ragl"", ""aglio"", ""glio"", ""agli"", ""glio ""]",6.0,0.0
secondary_temporal_group,topic_discovery,19,41,,"[""true/3241"", ""true/2589"", ""true/3442"", ""true/1134"", ""true/1538""]","[""chapa"", ""tse"", ""da chapa"", ""dilma temer"", ""chapa dilma"", ""cassação"", ""dilma"", ""temer"", ""eleitoral"", ""cassação da"", ""julgamento"", ""tribunal superior"", ""superior eleitoral""]","[""hapa"", ""chapa""]",40.0,1.0
secondary_temporal_group,topic_discovery,20,14,,"[""true/3463"", ""true/1248"", ""true/2692"", ""true/1789"", ""true/3148""]","[""moura"", ""mônica"", ""mônica moura"", ""santana"", ""joão santana"", ""joão"", ""marqueteira""]","[""moura"", "" môn"", "" môni"", "" mô"", "" mour"", "" mou"", ""mour"", ""mônic""]",13.0,1.0
secondary_temporal_group,topic_discovery,21,5,,"[""true/1290"", ""true/2498"", ""true/2858"", ""fake/1290"", ""true/778""]","[""duque"", ""renato duque"", ""renato"", ""ex diretor"", ""da petrobras"", ""petrobras"", ""petrobras renato"", ""diretor da"", ""diretor""]","["" duqu"", "" duq"", ""duque"", ""duqu"", ""duq"", ""uque""]",4.0,1.0
secondary_temporal_group,topic_discovery,22,6,,"[""true/900"", ""true/1306"", ""true/797"", ""fake/900"", ""true/827""]","[""coreia"", ""coreia do"", ""norte"", ""manobras"", ""coreano"", ""do norte"", ""norte coreano"", ""pyongyang"", ""as manobras"", ""exercícios"", ""militares"", ""conjuntas"", ""estados unidos"", ""unidos""]","[""core""]",5.0,1.0
secondary_temporal_group,topic_discovery,23,7,,"[""true/1347"", ""true/488"", ""fake/1347"", ""true/814"", ""true/1356""]","[""pence"", ""coreia"", ""norte"", ""coreia do"", ""do norte"", ""mike pence"", ""pyongyang"", ""mike"", ""vice"", ""paciência estratégica"", ""vice presidente"", ""washington"", ""coreano"", ""mísseis"", ""estratégica""]",[],6.0,1.0
secondary_temporal_group,topic_discovery,24,10,,"[""true/3506"", ""true/1377"", ""true/1387"", ""true/1385"", ""true/953""]","[""síria"", ""ataque"", ""assad"", ""sírio"", ""na síria"", ""eua"", ""base"", ""rússia""]","["" síri"", ""síri"", ""sír"", "" sír"", ""síria"", ""íria"", ""íri""]",8.0,2.0
secondary_temporal_group,topic_discovery,25,5,,"[""true/1766"", ""true/837"", ""true/1400"", ""true/878"", ""true/951""]","[""cbn"", ""do amazonas"", ""amazonas"", ""entrevista na"", ""cbn amazônia"", ""respondeu perguntas"", ""candidato"", ""perguntas de"", ""de entrevista"", ""rádio cbn"", ""na rádio"", ""de jornalistas"", ""amazônia"", ""amazonas respondeu"", ""perguntas""]",[],5.0,0.0
secondary_temporal_group,topic_discovery,26,7,,"[""true/3124"", ""true/1474"", ""true/1423"", ""true/1472"", ""true/2724""]","[""moraes"", ""stf"", ""fachin"", ""abertura de"", ""abertura"", ""delações"", ""pedidos"", ""supremo"", ""ministro"", ""alexandre de"", ""nas delações"", ""tribunal"", ""de moraes"", ""vaga"", ""delações de""]",[],7.0,0.0
secondary_temporal_group,topic_discovery,27,7,,"[""true/3030"", ""true/3045"", ""true/1008"", ""true/1597"", ""true/1612""]","[""moreira franco"", ""moreira"", ""franco"", ""nomeação"", ""de moreira"", ""secretaria geral"", ""foro"", ""foro privilegiado"", ""privilegiado"", ""secretaria""]","[""morei"", ""oreir"", "" more"", ""more"", ""ranco""]",6.0,1.0
secondary_temporal_group,topic_discovery,28,5,,"[""true/1626"", ""true/1756"", ""true/2548"", ""true/1693"", ""true/2127""]","[""teatro"", ""opções"", ""teatro exposições"", ""exposições"", ""salvador"", ""em salvador"", ""opções de"", ""os ingressos"", ""shows"", ""de lazer"", ""lazer"", ""música"", ""ingressos"", ""há opções"", ""agenda cultural""]",[],5.0,0.0
secondary_temporal_group,topic_discovery,29,5,,"[""true/1683"", ""true/3548"", ""true/1088"", ""fake/1088"", ""true/1674""]","[""cocaína"", ""de cocaína"", ""interceptado"", ""arrendada"", ""avião"", ""piloto"", ""fazenda"", ""maggi"", ""itamarati norte"", ""itamarati"", ""fazenda itamarati"", ""fab"", ""amaggi"", ""kg de"", ""avião interceptado""]",[],4.0,1.0
secondary_temporal_group,topic_discovery,30,6,,"[""true/1685"", ""true/1689"", ""fake/1687"", ""fake/1685"", ""fake/1689""]","[""avião"", ""teori"", ""zavascki"", ""teori zavascki"", ""paraty"", ""que caiu"", ""aeronave"", ""beechcraft"", ""em paraty"", ""avião que"", ""caiu""]","["" aviã"", ""aviã"", ""vião"", ""avião""]",3.0,3.0
secondary_temporal_group,topic_discovery,31,5,,"[""true/1763"", ""true/3123"", ""true/2516"", ""fake/2690"", ""true/2448""]","[""cláudia"", ""cruz"", ""cláudia cruz"", ""cunha"", ""de divisas"", ""de cláudia"", ""evasão"", ""divisas"", ""eduardo cunha"", ""mulher"", ""mulher do"", ""henriques""]","[""áudia"", ""udia "", ""udia""]",4.0,1.0
secondary_temporal_group,topic_discovery,32,5,,"[""true/2197"", ""true/3424"", ""true/3304"", ""true/1479"", ""true/3520""]","[""picciani"", ""jorge picciani"", ""pezão"", ""albertassi"", ""alerj"", ""novembro de"", ""eldorado""]","[""icci"", "" picc"", ""picci"", ""picc"", ""ciani"", ""iccia"", ""ccia"", ""ccian""]",5.0,0.0
secondary_temporal_group,topic_discovery,33,6,,"[""true/3025"", ""true/3401"", ""true/2215"", ""true/1140"", ""fake/1140""]","[""alves"", ""henrique"", ""henrique alves"", ""arena das"", ""das dunas"", ""natal"", ""dunas"", ""henrique eduardo"", ""eduardo alves"", ""arena"", ""eduardo"", ""alves pmdb""]","["" alve"", ""alves"", ""lves""]",5.0,1.0
secondary_temporal_group,topic_discovery,34,6,,"[""true/2653"", ""true/1836"", ""true/2805"", ""true/997"", ""true/1504""]","[""melo filho"", ""melo"", ""cláudio melo"", ""institucionais da"", ""odebrecht"", ""relações institucionais"", ""institucionais"", ""de relações"", ""cláudio"", ""filho"", ""vice"", ""ex vice"", ""delação"", ""relações""]","[""melo ""]",6.0,0.0
secondary_temporal_group,topic_discovery,35,5,,"[""true/724"", ""true/2849"", ""true/1416"", ""true/1440"", ""true/1776""]","[""dodge"", ""raquel"", ""raquel dodge""]","[""dodge"", ""dodg"", ""dod"", "" dod"", "" dodg"", ""odge"", ""odg"", ""odge "", ""quel "", ""dge"", "" raqu"", ""dge ""]",5.0,0.0
secondary_temporal_group,topic_discovery,36,5,,"[""true/2980"", ""true/3046"", ""true/3081"", ""true/1032"", ""true/3072""]","[""mercadante"", ""aloizio"", ""aloizio mercadante"", ""lula"", ""ministro aloizio"", ""dilma"", ""os ex"", ""janot"", ""geral"", ""obstrução de"", ""geral da"", ""obstrução"", ""episódio da""]","[""adant"", ""cadan""]",5.0,0.0
secondary_temporal_group,topic_discovery,37,5,,"[""true/3599"", ""true/2093"", ""true/3346"", ""true/1590"", ""true/1207""]","[""bendine"", ""banco do"", ""aldemir bendine"", ""aldemir"", ""do banco"", ""fase da"", ""banco"", ""da petrobras"", ""brasil da"", ""fase""]","["" bend"", ""bendi"", ""endin"", ""ndine"", ""dine""]",5.0,0.0
secondary_temporal_group,topic_discovery,38,5,,"[""true/615"", ""true/1987"", ""fake/615"", ""true/2871"", ""true/1884""]","[""battisti"", ""extradição"", ""cesare"", ""cesare battisti"", ""italiano"", ""extradição de""]","[""batti"", ""tisti"", ""batt"", ""ttist"", "" batt"", ""attis"", ""ttis"", ""xtrad"", ""atti""]",4.0,1.0
secondary_temporal_group,topic_discovery,39,6,,"[""true/826"", ""true/2641"", ""true/1432"", ""true/1726"", ""true/1923""]","[""geddel"", ""de geddel"", ""vieira lima"", ""geddel vieira"", ""vieira"", ""lima""]","[""eddel"", ""gedde"", ""ddel"", ""gedd"", ""edde"", ""dde"", ""edd"", "" gedd"", "" ged""]",5.0,1.0
secondary_temporal_group,topic_discovery,40,8,,"[""true/840"", ""true/550"", ""true/2146"", ""true/1308"", ""true/828""]","[""teste"", ""coreia do"", ""coreia"", ""bomba"", ""de hidrogênio"", ""hidrogênio"", ""norte"", ""bomba de"", ""do norte"", ""nuclear"", ""teste nuclear"", ""magnitude"", ""de magnitude"", ""da coreia""]","["" test""]",7.0,1.0
